30.56,20.20,75.06,6.03,0
30.56,20.20,75.06,5.64,0
30.50,20.20,75.06,5.69,0
30.56,20.20,75.06,5.60,0
30.50,20.20,75.06,6.04,0
30.50,20.20,75.06,6.06,0
30.50,20.20,75.06,5.99,0
30.56,20.20,75.06,6.00,0
30.50,20.20,75.06,6.07,0
30.50,20.20,75.06,6.02,0
30.56,20.20,75.06,5.62,0
30.50,20.20,75.06,5.63,0
30.50,20.20,75.06,5.65,0
30.56,20.20,75.06,5.99,0
30.50,20.20,75.06,6.02,0
30.50,20.20,75.06,5.60,0
30.50,20.20,75.06,5.64,0
30.50,20.20,75.06,6.05,0
